repo,tier,pr_number,title,author,merged_at,additions,deletions,lines_changed,size_bucket,files_count,specd,spec_source,classification,ci_status,review_modified,escaped,review_cycles,time_to_merge_hours,approval_mechanism,workflow_type,reworked,rework_type,q_overall,q_outcome_clarity,q_error_states,q_scope_boundaries,q_acceptance_criteria,q_data_contracts,q_dependency_context,q_behavioral_specificity,q_change_type,q_spec_length_signal,strict_escaped,f_is_bot_author,f_ai_tagged,f_typos,f_casual,f_questions,f_fp_experience,f_fp_action,f_human_mentions,f_history,f_people_context,f_external_context,f_incidents,f_has_org_context,f_negations,f_causal_chains,f_specific_edges,f_generic_edges,f_edge_ratio,f_tradeoffs,f_domain_grounding,f_templates,f_slop,f_empty_sections,f_issue_refs,f_any_issue_refs,f_body_len,f_word_count,f_sent_len_mean,f_sent_len_std,f_type_token_ratio,f_avg_word_len,f_human_signals,f_org_context_signals,f_reasoning_signals,f_anti_signals,f_perplexity,formality_lived_experience,formality_organizational_memory,formality_uncertainty,formality_negative_scope,formality_causal_reasoning,formality_genuine_edge_cases,formality_template_filler,formality_overall,formality_classification,fev_lived_experience,fev_organizational_memory,fev_uncertainty,fev_causal_reasoning,ai_probability,s_length,s_structure,s_specificity,s_error_awareness,s_scope,s_acceptance,s_questions,s_references,s_overall,ce_questions,ce_questions_rate,ce_error_thinking,ce_error_thinking_rate,ce_uncertainty,ce_uncertainty_rate,ce_scope_awareness,ce_scope_awareness_rate,ce_tradeoff_reasoning,ce_tradeoff_reasoning_rate,ce_composite,ce_body_words,szz_bug_introducing,szz_fix_count
promptfoo/promptfoo,AI,8309,fix: replace undeclared tiny-invariant imports in app,ianw-oai,2026-03-25T04:12:40+00:00,2,2,4,small,2,False,,pending,clean_pass,False,False,0,4.1,approve_only,mixed,False,,48.0,80.0,15.0,70.0,25.0,0.0,65.0,50.0,bugfix,short,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,700.0,103.0,20.6,6.4,0.709,5.0,0.0,1.0,0.0,0.0,0.0,25.0,30.0,10.0,5.0,75.0,70.0,20.0,55.0,mixed,"None found. 'Users would see import resolution errors' is analytical, not first-person narrated.","Minor: 'in the current install layout' suggests familiarity with this specific project setup, but not org-level institutional knowledge.",None found. All statements presented as definite facts without hedging or questions.,Strong: 'That import could appear to work on some machines because `tiny-invariant` exists in the lockfiles as a transitive dependency of other packages and may be hoisted into a shared `node_modules`,0.2283,103,2,1,1,0,0,0,0,107,0,0.0,2,2.0833,0,0.0,0,0.0,0,0.0,1,96,False,0
promptfoo/promptfoo,AI,8304,fix(http): expose oauth token in vars,jameshiester-oai,2026-03-24T21:57:15+00:00,117,0,117,medium,2,False,,pending,clean_pass,False,False,1,0.8,no_review,mixed,True,implementation,57.0,72.0,25.0,65.0,55.0,60.0,45.0,68.0,feature,short,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,356.0,55.0,55.0,0.0,0.755,5.2,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,20.0,35.0,15.0,75.0,28.0,ai_generated,"None found. Pure declarative statements about what to build, no 'I encountered' or 'we ran into' narrative.","None found. No references to design discussions, prior attempts, or context-specific constraints.",Minimal. 'add focused tests covering' is slightly vague but not a genuine 'should we also?' question.,"Minimal causal depth. States WHAT (expose token, reuse in headers/bodies) but not WHY this matters or what problem it solves. Is this fixing a limitation users hit, or proactive expansion?",0.2412,55,6,0,0,0,0,0,0,61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47,False,0
promptfoo/promptfoo,AI,8303,fix(cli): move success rate next to passes,jameshiester-oai,2026-03-24T20:59:50+00:00,68,54,122,medium,2,False,,pending,failed,False,False,1,0.6,comment_approve,mixed,False,,54.0,75.0,0.0,80.0,50.0,0.0,30.0,65.0,bugfix,minimal,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,50.0,50.0,0.0,0.844,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,70.0,25.0,ai_generated,,,,"No explanation of *why* success rate should appear after passes, or what problem this solves for users",0.1311,50,6,1,0,0,0,0,0,57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,50,False,0
promptfoo/promptfoo,AI,8299,chore: update CODEOWNERS handles and VS Code association,jbeckwith-oai,2026-03-24T16:28:00+00:00,62,59,121,medium,2,False,,pending,failed,False,False,1,0.9,comment_approve,mixed,False,,72.0,85.0,30.0,90.0,75.0,70.0,60.0,80.0,config,short,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,952.0,138.0,46.0,23.2,0.727,5.4,0.0,0.0,0.0,1.0,0.0,35.0,20.0,15.0,70.0,65.0,40.0,75.0,45.0,mixed,"None found. Description uses passive voice ('were still pointing', 'could format incorrectly') rather than author narration.","None found. No references to prior discussions, team decisions, or context that requires insider knowledge.",Minimal. 'could format incorrectly if' shows some conditional reasoning but no genuine doubts or open questions about the approach.,Moderate: 'VS Code could format CODEOWNERS incorrectly if the file was opened in Markdown mode. This change updates the ownership mappings and adds a workspace safeguard' — grounded in specific tool b,0.261,138,12,3,0,0,0,0,0,153,0,0.0,0,0.0,0,0.0,0,0.0,2,1.6,1,125,False,0
promptfoo/promptfoo,AI,8296,fix(redteam): preserve voice crescendo zero max backtracks,Gujiassh,2026-03-24T16:52:56+00:00,2,1,3,small,2,False,,pending,no_checks,False,False,0,6.4,label_based,mixed,False,,58.0,62.0,45.0,70.0,55.0,40.0,35.0,58.0,bugfix,short,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,496.0,61.0,61.0,0.0,0.686,5.6,0.0,2.0,0.0,0.0,0.0,15.0,25.0,10.0,50.0,35.0,60.0,30.0,38.0,mixed,none found — purely technical description without 'I discovered' or 'when running',"'Voice Crescendo redteam provider' suggests internal system knowledge, but no context explaining why this matters or how it was discovered",none — assumes the fix is correct without questioning whether `maxBacktracks: 0` should persist in other providers or whether this is a pattern,minimal — states WHAT to preserve but not WHY the default was being applied incorrectly or what broke user workflows,0.6422,61,8,3,3,0,0,0,1,76,0,0.0,3,5.0847,0,0.0,0,0.0,1,1.6949,2,59,False,0
promptfoo/promptfoo,AI,8293,chore(deps): update dependency @rollup/rollup-linux-x64-gnu to v4.60.0,renovate,2026-03-24T16:53:19+00:00,4,4,0,,1,False,,,,False,False,0,0.0,no_review,mixed,False,,48.0,95.0,0.0,95.0,35.0,0.0,15.0,15.0,dependency,short,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2161.0,162.0,23.0,28.4,0.445,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,95.0,3.0,ai_generated,none found — no author narrative,none found — no reference to team context or project-specific concerns,"none found — bot language is absolute ('This PR contains...', 'Configuration')","minimal: 'Support source phase imports as long as they are external' copied from upstream release notes, no explanation of why this project needs this feature or what impact it has",0.7622,162,8,42,2,1,1,2,15,233,1,0.6173,1,0.6173,0,0.0,0,0.0,0,0.0,2,162,False,0
promptfoo/promptfoo,AI,8290,fix(anthropic): preserve zero max_tokens_to_sample,Gujiassh,2026-03-24T16:49:48+00:00,22,1,23,small,2,False,,pending,clean_pass,False,False,0,10.3,approve_only,mixed,False,,64.0,78.0,25.0,72.0,68.0,65.0,60.0,75.0,bugfix,short,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,452.0,55.0,55.0,0.0,0.623,5.5,0.0,3.0,0.0,0.0,0.0,15.0,0.0,10.0,35.0,40.0,50.0,55.0,35.0,mixed,"None found. Uses passive voice throughout ('preserve an explicit', 'add a focused regression test'). No 'I found', 'we discovered', or 'this broke when'.","None found. No references to prior discussions, team decisions, or system context.","Minimal. Only 'add a focused regression test proving the zero value reaches anthropic.completions.create' is slightly tentative in tone, but no explicit 'should we also' or 'we're unsure about'.",Weak. States WHAT (preserve zero max_tokens_to_sample) but not WHY. Missing: Why does this matter? What broke? What's the user impact? Why does env/default fallback create a problem? Grounded only in ,0.7996,55,8,4,0,0,0,0,0,67,0,0.0,0,0.0,0,0.0,0,0.0,1,1.9231,1,52,False,0
promptfoo/promptfoo,AI,8287,fix(ai21): preserve zero max_tokens,Gujiassh,2026-03-24T16:54:32+00:00,39,1,40,small,2,False,,pending,failed,False,False,0,11.9,label_based,mixed,False,,50.0,75.0,10.0,60.0,40.0,50.0,60.0,65.0,bugfix,short,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,378.0,56.0,56.0,0.0,0.679,4.8,0.0,3.0,0.0,0.0,0.0,5.0,10.0,5.0,15.0,20.0,65.0,15.0,40.0,mixed,,,,"instead of falling back to the provider default (describes what changes, not why it matters)",0.578,56,8,1,0,0,0,0,0,65,0,0.0,0,0.0,0,0.0,0,0.0,1,2.7027,1,37,False,0
promptfoo/promptfoo,AI,8285,fix(elevenlabs): preserve agents maxTurns zero,Gujiassh,2026-03-24T16:59:23+00:00,39,2,41,small,2,False,,pending,clean_pass,False,False,0,12.7,label_based,mixed,False,,50.0,75.0,0.0,60.0,50.0,30.0,55.0,65.0,bugfix,short,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,438.0,54.0,54.0,0.0,0.635,5.4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,30.0,25.0,20.0,55.0,mixed,,,,"Implicit logic: 'preserve an explicit maxTurns: 0...not replaced by the default limit' suggests understanding that zero is special and shouldn't be coerced, but doesn't explain why (semantic meaning o",0.7695,54,8,1,0,0,0,0,0,63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,35,False,0
promptfoo/promptfoo,AI,8282,feat(http): add file-based auth,jameshiester-oai,2026-03-24T00:13:45+00:00,1226,30,1256,large,10,False,,pending,failed,False,False,1,0.9,comment_approve,mixed,True,alignment,50.0,70.0,15.0,65.0,35.0,40.0,55.0,65.0,feature,minimal,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,1.0,0.0,0.0,765.0,104.0,52.0,33.0,0.754,5.2,0.0,3.0,0.0,1.0,0.0,0.0,30.0,5.0,75.0,10.0,0.0,65.0,40.0,ai_generated,,waiting on explicit confirmation before editing CHANGELOG.md per repo convention,,,0.8912,104,11,2,0,1,1,1,0,120,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,84,False,0
